access,acquisition_method,best_use,comparator_record_type,data_fit,domain,next_action,priority,public_display_guidance,region,source_file,source_id,source_name,source_package,source_type,url,vendor_positive_required_fields
API key required; self-serve API portal,account_api_or_commercial_feed,,source,,newark_current_online,request_api_key_account_or_feed_access,3,show structured facts and source/vendor links; do not clone page layout,,Comparator-definitions/data-sources/newark_current_online/normalized/newark_current_online_source_catalog.json,NEWARK_SEARCH_API,Newark Search API,Newark_Current_Online_Acquisition_GitHub_Import_v0_1.zip,,https://www.newark.com/services/purchasing-procurement-support/search-api,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public help page,manual_review,,source,,newark_current_online,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,,Comparator-definitions/data-sources/newark_current_online/normalized/newark_current_online_source_catalog.json,NEWARK_STATUS_HELP,Newark pricing and availability help,Newark_Current_Online_Acquisition_GitHub_Import_v0_1.zip,,https://www.newark.com/help-pricing-availability,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public marketplace; product availability depends on local store/market,manual_review,Current local Dollarama product browsing through delivery marketplace where available.,offer_or_catalog,marketplace_offer_reference,office_supplies_low_cost_general,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,Canada,Comparator-definitions/data-sources/office_supplies_low_cost_general/normalized/office_supplies_low_cost_general_source_catalog.json,DOLLARAMA_UBEREATS,Dollarama on Uber Eats,Office_Supplies_Low_Cost_General_Data_Sources_GitHub_Import_v0_1.zip,delivery_marketplace_catalog,https://www.ubereats.com/ca/brand/dollarama,vendor_name;source_url;retrieved_date;purchase_or_source_link
API/free-limited or paid,manual_review,"Barcode lookup for general merchandise, office supplies and packaged goods.",offer_or_catalog,barcode_lookup,office_supplies_low_cost_general;product_identity_barcode_classification,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/office_supplies_low_cost_general/normalized/office_supplies_low_cost_general_source_catalog.json,UPCITEMDB,UPCitemdb,Office_Supplies_Low_Cost_General_Data_Sources_GitHub_Import_v0_1.zip;Product_Identity_Barcode_Classification_Data_Sources_GitHub_Import_v0_1.zip,barcode_product_database_api,https://www.upcitemdb.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Service/access required,manual_review,Standardized Canadian product image/data capture process and data quality model.,source,content_quality_reference,product_identity_barcode_classification,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,Canada,Comparator-definitions/data-sources/product_identity_barcode_classification/normalized/product_identity_source_catalog.json,GS1_CA_CONTENT_CAPTURE,GS1 Canada Content Capture,Product_Identity_Barcode_Classification_Data_Sources_GitHub_Import_v0_1.zip,product_data_image_capture_service,https://gs1ca.org/content-capture/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Open data/API,direct_download_or_public_api,Pet food and pet product facts where available.,source,open_product_identity_records,product_identity_barcode_classification,download_bulk_file_or_call_public_api,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/product_identity_barcode_classification/normalized/product_identity_source_catalog.json,OPEN_PET_FOOD_FACTS,Open Pet Food Facts,Product_Identity_Barcode_Classification_Data_Sources_GitHub_Import_v0_1.zip,open_pet_product_database,https://world.openpetfoodfacts.org/,vendor_name;source_url;retrieved_date;purchase_or_source_link
"Public catalog, ordering restrictions vary",public_site_catalog_parse,Extremely broad industrial hardware/spec reference; useful for product classes and attributes.,offer_or_catalog,industrial_catalog_reference,tools_fasteners_hardware_property_cabinet,seed_category_urls_then_extract_jsonld_or_product_cards,3,show structured facts and source/vendor links; do not clone page layout,US/reference,Comparator-definitions/data-sources/tools_fasteners_hardware_property_cabinet/normalized/tools_fasteners_hardware_property_cabinet_source_catalog.json,MCMASTER_CARR,McMaster-Carr catalog,Tools_Fasteners_Hardware_Property_Cabinet_Data_Sources_GitHub_Import_v0_1.zip,industrial_supply_catalog,https://www.mcmaster.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public catalog/account pricing may vary,public_site_catalog_parse,"Metalworking, MRO, tooling, abrasives, fasteners and industrial supplies.",offer_or_catalog,industrial_catalog_reference,tools_fasteners_hardware_property_cabinet,seed_category_urls_then_extract_jsonld_or_product_cards,3,show structured facts and source/vendor links; do not clone page layout,US,Comparator-definitions/data-sources/tools_fasteners_hardware_property_cabinet/normalized/tools_fasteners_hardware_property_cabinet_source_catalog.json,MSC_DIRECT,MSC Industrial Supply,Tools_Fasteners_Hardware_Property_Cabinet_Data_Sources_GitHub_Import_v0_1.zip,industrial_supply_public_catalog,https://www.mscdirect.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public catalog,public_site_catalog_parse,"MRO, tools, fasteners, safety and property maintenance current offer examples.",offer_or_catalog,current_public_offer_reference,tools_fasteners_hardware_property_cabinet,seed_category_urls_then_extract_jsonld_or_product_cards,3,show structured facts and source/vendor links; do not clone page layout,US,Comparator-definitions/data-sources/tools_fasteners_hardware_property_cabinet/normalized/tools_fasteners_hardware_property_cabinet_source_catalog.json,ZORO,Zoro industrial supplies,Tools_Fasteners_Hardware_Property_Cabinet_Data_Sources_GitHub_Import_v0_1.zip,industrial_supply_public_catalog,https://www.zoro.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public reference/commercial services,account_api_or_commercial_feed,Plain-language ACES/PIES overview and resource pointer.,source,reference,auto_parts_fitment,request_api_key_account_or_feed_access,4,show structured facts and source/vendor links; do not clone page layout,US/Canada,Comparator-definitions/data-sources/auto_parts_fitment/normalized/auto_parts_fitment_source_catalog.json,CATALOGBRIDGE_STANDARDS,CatalogBridge ACES / PIES standards reference,Auto_Parts_Fitment_Data_Sources_GitHub_Import_v0_1.zip,standards_reference,https://catalogbridge.com/standards,vendor_name;source_url;retrieved_date;purchase_or_source_link
Associate account/API credentials required,manual_review,Marketplace product lookup for office supplies/general merchandise where credentials and terms allow.,offer_or_catalog,marketplace_offer_source,office_supplies_low_cost_general,open_source_review_then_assign_connector_type,4,show structured facts and source/vendor links; do not clone page layout,US/Canada/global,Comparator-definitions/data-sources/office_supplies_low_cost_general/normalized/office_supplies_low_cost_general_source_catalog.json,AMAZON_PRODUCT_ADVERTISING_API,Amazon Product Advertising API,Office_Supplies_Low_Cost_General_Data_Sources_GitHub_Import_v0_1.zip,retail_marketplace_api,https://webservices.amazon.com/paapi5/documentation/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Marketplace seller/API access required,account_api_or_commercial_feed,"Possible offer/reference source for low-cost general merchandise, office supplies and housewares.",offer_or_catalog,marketplace_offer_source,office_supplies_low_cost_general,request_api_key_account_or_feed_access,4,show structured facts and source/vendor links; do not clone page layout,US/Canada varies,Comparator-definitions/data-sources/office_supplies_low_cost_general/normalized/office_supplies_low_cost_general_source_catalog.json,WALMART_MARKETPLACE_API,Walmart Marketplace APIs,Office_Supplies_Low_Cost_General_Data_Sources_GitHub_Import_v0_1.zip,retail_marketplace_api,https://developer.walmart.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
RapidAPI / paid API,manual_review,Large UPC/GTIN/EAN/ISBN lookup source for product identity enrichment.,offer_or_catalog,barcode_lookup,office_supplies_low_cost_general;product_identity_barcode_classification,open_source_review_then_assign_connector_type,4,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/office_supplies_low_cost_general/normalized/office_supplies_low_cost_general_source_catalog.json,BIG_PRODUCT_DATA,Big Product Data API,Office_Supplies_Low_Cost_General_Data_Sources_GitHub_Import_v0_1.zip;Product_Identity_Barcode_Classification_Data_Sources_GitHub_Import_v0_1.zip,large_barcode_product_database_api,https://rapidapi.com/bigproductdata/api/big-product-data,vendor_name;source_url;retrieved_date;purchase_or_source_link
Paid API/free lookup tiers,manual_review,Barcode/product lookup API for many consumer product categories.,offer_or_catalog,barcode_lookup,product_identity_barcode_classification,open_source_review_then_assign_connector_type,4,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/product_identity_barcode_classification/normalized/product_identity_source_catalog.json,BARCODE_LOOKUP,Barcode Lookup,Product_Identity_Barcode_Classification_Data_Sources_GitHub_Import_v0_1.zip,barcode_product_api,https://www.barcodelookup.com/api,vendor_name;source_url;retrieved_date;purchase_or_source_link
API / open-source license described in paper,manual_review,Open food repository model and API reference for barcoded product datasets.,source,open_product_identity_reference,product_identity_barcode_classification,open_source_review_then_assign_connector_type,4,show structured facts and source/vendor links; do not clone page layout,Switzerland / reference,Comparator-definitions/data-sources/product_identity_barcode_classification/normalized/product_identity_source_catalog.json,FOODREPO,FoodRepo,Product_Identity_Barcode_Classification_Data_Sources_GitHub_Import_v0_1.zip,open_barcoded_food_repository,https://www.foodrepo.org/,vendor_name;source_url;retrieved_date;purchase_or_source_link
